Region,Year,Month,MonthNum,Date,Metric,Value
Beaufort,2005,Jul,7,2005-07-01,extent,819169.576
Beaufort,2006,Jul,7,2006-07-01,extent,911458.692
Beaufort,2007,Jul,7,2007-07-01,extent,742937.76
Beaufort,2008,Jul,7,2008-07-01,extent,510867.638
Beaufort,2009,Jul,7,2009-07-01,extent,783485.11
Beaufort,2010,Jul,7,2010-07-01,extent,703572.816
Beaufort,2011,Jul,7,2011-07-01,extent,682042.929
Beaufort,2012,Jul,7,2012-07-01,extent,598666.847
Beaufort,2013,Jul,7,2013-07-01,extent,862822.914
Beaufort,2014,Jul,7,2014-07-01,extent,709856.119
Beaufort,2015,Jul,7,2015-07-01,extent,811907.492
Beaufort,2016,Jul,7,2016-07-01,extent,651066.239
Beaufort,2017,Jul,7,2017-07-01,extent,682700.125
Beaufort,2018,Jul,7,2018-07-01,extent,851392.085
Beaufort,2019,Jul,7,2019-07-01,extent,663967.46
Beaufort,2020,Jul,7,2020-07-01,extent,846716.93
Beaufort,2021,Jul,7,2021-07-01,extent,830895.832
Beaufort,2022,Jul,7,2022-07-01,extent,849277.493
Beaufort,2023,Jul,7,2023-07-01,extent,676069.842
Beaufort,2024,Jul,7,2024-07-01,extent,678097.369
Beaufort,1979,Aug,8,1979-08-01,extent,716672.225
Beaufort,1980,Aug,8,1980-08-01,extent,742015.071
Beaufort,1981,Aug,8,1981-08-01,extent,690514.59
Beaufort,1982,Aug,8,1982-08-01,extent,720458.117
Beaufort,1983,Aug,8,1983-08-01,extent,817714.094
Beaufort,1984,Aug,8,1984-08-01,extent,862912.577
Beaufort,1985,Aug,8,1985-08-01,extent,886917.083
Beaufort,1986,Aug,8,1986-08-01,extent,801199.304
Beaufort,1987,Aug,8,1987-08-01,extent,623838.724
Beaufort,1988,Aug,8,1988-08-01,extent,786583.082
Beaufort,1989,Aug,8,1989-08-01,extent,765229.522
Beaufort,1990,Aug,8,1990-08-01,extent,761285.302
Beaufort,1991,Aug,8,1991-08-01,extent,907297.051
Beaufort,1992,Aug,8,1992-08-01,extent,822629.741
Beaufort,1993,Aug,8,1993-08-01,extent,657130.277
Beaufort,1994,Aug,8,1994-08-01,extent,805201.247
Beaufort,1995,Aug,8,1995-08-01,extent,643799.454
Beaufort,1996,Aug,8,1996-08-01,extent,837214.875
Beaufort,1997,Aug,8,1997-08-01,extent,711490.741
Beaufort,1998,Aug,8,1998-08-01,extent,462102.463
Beaufort,1999,Aug,8,1999-08-01,extent,676956.457
Beaufort,2000,Aug,8,2000-08-01,extent,770618.807
Beaufort,2001,Aug,8,2001-08-01,extent,855409.232
Beaufort,2002,Aug,8,2002-08-01,extent,778336.453
Beaufort,2003,Aug,8,2003-08-01,extent,745533.332
Beaufort,2004,Aug,8,2004-08-01,extent,661375.01
Beaufort,2005,Aug,8,2005-08-01,extent,767333.644
Beaufort,2006,Aug,8,2006-08-01,extent,775535.392
Beaufort,2007,Aug,8,2007-08-01,extent,616404.543
Beaufort,2008,Aug,8,2008-08-01,extent,297644.235
Beaufort,2009,Aug,8,2009-08-01,extent,623594.038
Beaufort,2010,Aug,8,2010-08-01,extent,550331.892
Beaufort,2011,Aug,8,2011-08-01,extent,503167.191
Beaufort,2012,Aug,8,2012-08-01,extent,213364.932
Beaufort,2013,Aug,8,2013-08-01,extent,648003.394
Beaufort,2014,Aug,8,2014-08-01,extent,634596.298
Beaufort,2015,Aug,8,2015-08-01,extent,522161.766
Beaufort,2016,Aug,8,2016-08-01,extent,288741.709
Beaufort,2017,Aug,8,2017-08-01,extent,354415.143
Beaufort,2018,Aug,8,2018-08-01,extent,562271.039
Beaufort,2019,Aug,8,2019-08-01,extent,394794.975
Beaufort,2020,Aug,8,2020-08-01,extent,663054.732
Beaufort,2021,Aug,8,2021-08-01,extent,738058.87
Beaufort,2022,Aug,8,2022-08-01,extent,657882.888
Beaufort,2023,Aug,8,2023-08-01,extent,357087.345
Beaufort,2024,Aug,8,2024-08-01,extent,273736.241
Beaufort,1979,Sep,9,1979-09-01,extent,625103.959
Beaufort,1980,Sep,9,1980-09-01,extent,843395.148
Beaufort,1981,Sep,9,1981-09-01,extent,692876.932
Beaufort,1982,Sep,9,1982-09-01,extent,626697.498
Beaufort,1983,Sep,9,1983-09-01,extent,870604.451
Beaufort,1984,Sep,9,1984-09-01,extent,811711.741
Beaufort,1985,Sep,9,1985-09-01,extent,854122.975
Beaufort,1986,Sep,9,1986-09-01,extent,726061.879
Beaufort,1987,Sep,9,1987-09-01,extent,679067.48
Beaufort,1988,Sep,9,1988-09-01,extent,764831.976
Beaufort,1989,Sep,9,1989-09-01,extent,703187.848
Beaufort,1990,Sep,9,1990-09-01,extent,736996.72
Beaufort,1991,Sep,9,1991-09-01,extent,863166.795
Beaufort,1992,Sep,9,1992-09-01,extent,818519.858
Beaufort,1993,Sep,9,1993-09-01,extent,587286.565
Beaufort,1994,Sep,9,1994-09-01,extent,779142.162
Beaufort,1995,Sep,9,1995-09-01,extent,630365.677
Beaufort,1996,Sep,9,1996-09-01,extent,876496.899
Beaufort,1997,Sep,9,1997-09-01,extent,618335.85
Beaufort,1998,Sep,9,1998-09-01,extent,403760.568
Beaufort,1999,Sep,9,1999-09-01,extent,613229.755
Beaufort,2000,Sep,9,2000-09-01,extent,658053.968
Beaufort,2001,Sep,9,2001-09-01,extent,733195.009
Beaufort,2002,Sep,9,2002-09-01,extent,499887.168
Beaufort,2003,Sep,9,2003-09-01,extent,591907.4
Beaufort,2004,Sep,9,2004-09-01,extent,567403.351
Beaufort,2005,Sep,9,2005-09-01,extent,695492.234
Beaufort,2006,Sep,9,2006-09-01,extent,642398.178
Beaufort,2007,Sep,9,2007-09-01,extent,460671.722
Beaufort,2008,Sep,9,2008-09-01,extent,327513.883
Beaufort,2009,Sep,9,2009-09-01,extent,493981.906
Beaufort,2010,Sep,9,2010-09-01,extent,357484.991
Beaufort,2011,Sep,9,2011-09-01,extent,327344.722
Beaufort,2012,Sep,9,2012-09-01,extent,117306.188
Beaufort,2013,Sep,9,2013-09-01,extent,648852.374
Beaufort,2014,Sep,9,2014-09-01,extent,538935.653
Beaufort,2015,Sep,9,2015-09-01,extent,286383.544
Beaufort,2016,Sep,9,2016-09-01,extent,190856.769
Beaufort,2017,Sep,9,2017-09-01,extent,277152.735
Beaufort,2018,Sep,9,2018-09-01,extent,503232.418
Beaufort,2019,Sep,9,2019-09-01,extent,309559.726
Beaufort,2020,Sep,9,2020-09-01,extent,469983.42
Beaufort,2021,Sep,9,2021-09-01,extent,544020.266
Beaufort,2022,Sep,9,2022-09-01,extent,430625.226
Beaufort,2023,Sep,9,2023-09-01,extent,172195.612
Beaufort,2024,Sep,9,2024-09-01,extent,142242.451
Beaufort,1979,Oct,10,1979-10-01,extent,804376.308
Beaufort,1980,Oct,10,1980-10-01,extent,892040.441
Beaufort,1981,Oct,10,1981-10-01,extent,834387.795
Beaufort,1982,Oct,10,1982-10-01,extent,841608.499
Beaufort,1983,Oct,10,1983-10-01,extent,930746.627
Beaufort,1984,Oct,10,1984-10-01,extent,913923.517
Beaufort,1985,Oct,10,1985-10-01,extent,932795.576
Beaufort,1986,Oct,10,1986-10-01,extent,896218.522
Beaufort,1987,Oct,10,1987-10-01,extent,697286.709
Beaufort,1988,Oct,10,1988-10-01,extent,876342.964
Beaufort,1989,Oct,10,1989-10-01,extent,805673.407
Beaufort,1990,Oct,10,1990-10-01,extent,848376.739
Beaufort,1991,Oct,10,1991-10-01,extent,896962.958
Beaufort,1992,Oct,10,1992-10-01,extent,936496.641
Beaufort,1993,Oct,10,1993-10-01,extent,693949.741
Beaufort,1994,Oct,10,1994-10-01,extent,908366.398
Beaufort,1995,Oct,10,1995-10-01,extent,772398.395
Beaufort,1996,Oct,10,1996-10-01,extent,940219.39
Beaufort,1997,Oct,10,1997-10-01,extent,786762.843
Beaufort,1998,Oct,10,1998-10-01,extent,554623.377
Beaufort,1999,Oct,10,1999-10-01,extent,835744.459
Beaufort,2000,Oct,10,2000-10-01,extent,882825.726
Beaufort,2001,Oct,10,2001-10-01,extent,885503.39
Beaufort,2002,Oct,10,2002-10-01,extent,816085.744
Beaufort,2003,Oct,10,2003-10-01,extent,789589.075
Beaufort,2004,Oct,10,2004-10-01,extent,804727.048
Beaufort,2005,Oct,10,2005-10-01,extent,803712.996
Beaufort,2006,Oct,10,2006-10-01,extent,691752.996
Beaufort,2007,Oct,10,2007-10-01,extent,708332.18
Beaufort,2008,Oct,10,2008-10-01,extent,695322.958
Beaufort,2009,Oct,10,2009-10-01,extent,766157.577
Beaufort,2010,Oct,10,2010-10-01,extent,694790.104
Beaufort,2011,Oct,10,2011-10-01,extent,627090.752
Beaufort,2012,Oct,10,2012-10-01,extent,340482.479
Beaufort,2013,Oct,10,2013-10-01,extent,702006.684
Beaufort,2014,Oct,10,2014-10-01,extent,701881.376
Beaufort,2015,Oct,10,2015-10-01,extent,698667.035
Beaufort,2016,Oct,10,2016-10-01,extent,464864.565
Beaufort,2017,Oct,10,2017-10-01,extent,558940.788
Beaufort,2018,Oct,10,2018-10-01,extent,769780.419
Beaufort,2019,Oct,10,2019-10-01,extent,522641.104
Beaufort,2020,Oct,10,2020-10-01,extent,779461.655
Beaufort,2021,Oct,10,2021-10-01,extent,715056.673
Beaufort,2022,Oct,10,2022-10-01,extent,684771.28
Beaufort,2023,Oct,10,2023-10-01,extent,426126.457
Beaufort,2024,Oct,10,2024-10-01,extent,362696.199
Beaufort,1978,Nov,11,1978-11-01,extent,940219.39
Beaufort,1979,Nov,11,1979-11-01,extent,940136.128
Beaufort,1980,Nov,11,1980-11-01,extent,940219.39
Beaufort,1981,Nov,11,1981-11-01,extent,939802.545
Beaufort,1982,Nov,11,1982-11-01,extent,940219.39
Beaufort,1983,Nov,11,1983-11-01,extent,940219.39
Beaufort,1984,Nov,11,1984-11-01,extent,940219.39
Beaufort,1985,Nov,11,1985-11-01,extent,940219.39
Beaufort,1986,Nov,11,1986-11-01,extent,940177.473
Beaufort,1987,Nov,11,1987-11-01,extent,936025.024
Beaufort,1988,Nov,11,1988-11-01,extent,940219.39
Beaufort,1989,Nov,11,1989-11-01,extent,940198.644
Beaufort,1990,Nov,11,1990-11-01,extent,940219.39
Beaufort,1991,Nov,11,1991-11-01,extent,940219.39
Beaufort,1992,Nov,11,1992-11-01,extent,940219.39
Beaufort,1993,Nov,11,1993-11-01,extent,936556.544
Beaufort,1994,Nov,11,1994-11-01,extent,940156.75
Beaufort,1995,Nov,11,1995-11-01,extent,940219.39
Beaufort,1996,Nov,11,1996-11-01,extent,940219.39
Beaufort,1997,Nov,11,1997-11-01,extent,939061.635
Beaufort,1998,Nov,11,1998-11-01,extent,862374.467
Beaufort,1999,Nov,11,1999-11-01,extent,940051.379
Beaufort,2000,Nov,11,2000-11-01,extent,940219.39
Beaufort,2001,Nov,11,2001-11-01,extent,940051.0
Beaufort,2002,Nov,11,2002-11-01,extent,940051.157
Beaufort,2003,Nov,11,2003-11-01,extent,938684.329
Beaufort,2004,Nov,11,2004-11-01,extent,940198.48
Beaufort,2005,Nov,11,2005-11-01,extent,940198.462
Beaufort,2006,Nov,11,2006-11-01,extent,938116.341
Beaufort,2007,Nov,11,2007-11-01,extent,936870.519
Beaufort,2008,Nov,11,2008-11-01,extent,940219.39
Beaufort,2009,Nov,11,2009-11-01,extent,940072.019
Beaufort,2010,Nov,11,2010-11-01,extent,916744.561
Beaufort,2011,Nov,11,2011-11-01,extent,940072.035
Beaufort,2012,Nov,11,2012-11-01,extent,877155.875
Beaufort,2013,Nov,11,2013-11-01,extent,936750.466
Beaufort,2014,Nov,11,2014-11-01,extent,939254.402
Beaufort,2015,Nov,11,2015-11-01,extent,940219.39
Beaufort,2016,Nov,11,2016-11-01,extent,890417.764
Beaufort,2017,Nov,11,2017-11-01,extent,896471.64
Beaufort,2018,Nov,11,2018-11-01,extent,940156.217
Beaufort,2019,Nov,11,2019-11-01,extent,877756.55
Beaufort,2020,Nov,11,2020-11-01,extent,939041.216
Beaufort,2021,Nov,11,2021-11-01,extent,913728.701
Beaufort,2022,Nov,11,2022-11-01,extent,934699.044
Beaufort,2023,Nov,11,2023-11-01,extent,897941.52
Beaufort,2024,Nov,11,2024-11-01,extent,896711.712
Beaufort,1978,Dec,12,1978-12-01,extent,940219.39
Beaufort,1979,Dec,12,1979-12-01,extent,940219.39
Beaufort,1980,Dec,12,1980-12-01,extent,940219.39
Beaufort,1981,Dec,12,1981-12-01,extent,940219.39
Beaufort,1982,Dec,12,1982-12-01,extent,940219.39
Beaufort,1983,Dec,12,1983-12-01,extent,940219.39
Beaufort,1984,Dec,12,1984-12-01,extent,940219.39
Beaufort,1985,Dec,12,1985-12-01,extent,940219.39
Beaufort,1986,Dec,12,1986-12-01,extent,940219.39
Beaufort,1988,Dec,12,1988-12-01,extent,940219.39
Beaufort,1989,Dec,12,1989-12-01,extent,940219.39
Beaufort,1990,Dec,12,1990-12-01,extent,940219.39
Beaufort,1991,Dec,12,1991-12-01,extent,940219.39
Beaufort,1992,Dec,12,1992-12-01,extent,940198.96
Beaufort,1993,Dec,12,1993-12-01,extent,940178.324
Beaufort,1994,Dec,12,1994-12-01,extent,940199.153
Beaufort,1995,Dec,12,1995-12-01,extent,940219.39
Beaufort,1996,Dec,12,1996-12-01,extent,940219.39
Beaufort,1997,Dec,12,1997-12-01,extent,940219.39
Beaufort,1998,Dec,12,1998-12-01,extent,940219.39
Beaufort,1999,Dec,12,1999-12-01,extent,940219.39
Beaufort,2000,Dec,12,2000-12-01,extent,940219.39
Beaufort,2001,Dec,12,2001-12-01,extent,940219.39
Beaufort,2002,Dec,12,2002-12-01,extent,940219.39
Beaufort,2003,Dec,12,2003-12-01,extent,940219.39
Beaufort,2004,Dec,12,2004-12-01,extent,940199.257
Beaufort,2005,Dec,12,2005-12-01,extent,940198.946
Beaufort,2006,Dec,12,2006-12-01,extent,940219.39
Beaufort,2007,Dec,12,2007-12-01,extent,940138.458
Beaufort,2008,Dec,12,2008-12-01,extent,940219.39
Beaufort,2009,Dec,12,2009-12-01,extent,940219.39
Beaufort,2010,Dec,12,2010-12-01,extent,940219.39
Beaufort,2011,Dec,12,2011-12-01,extent,940219.39
Beaufort,2012,Dec,12,2012-12-01,extent,940219.39
Beaufort,2013,Dec,12,2013-12-01,extent,940219.39
Beaufort,2014,Dec,12,2014-12-01,extent,940219.39
Beaufort,2015,Dec,12,2015-12-01,extent,940219.39
Beaufort,2016,Dec,12,2016-12-01,extent,940219.39
Beaufort,2017,Dec,12,2017-12-01,extent,940219.39
Beaufort,2018,Dec,12,2018-12-01,extent,940219.39
Beaufort,2019,Dec,12,2019-12-01,extent,940219.39
Beaufort,2020,Dec,12,2020-12-01,extent,940219.39
Beaufort,2021,Dec,12,2021-12-01,extent,940219.39
Beaufort,2022,Dec,12,2022-12-01,extent,940158.19
Beaufort,2023,Dec,12,2023-12-01,extent,940219.39
Chukchi,1979,Jan,1,1979-01-01,area,754104.209
Chukchi,1980,Jan,1,1980-01-01,area,793526.278
Chukchi,1981,Jan,1,1981-01-01,area,791925.58
Chukchi,1982,Jan,1,1982-01-01,area,791229.074
Chukchi,1983,Jan,1,1983-01-01,area,794077.984
Chukchi,1984,Jan,1,1984-01-01,area,747220.491
Chukchi,1985,Jan,1,1985-01-01,area,790055.53
Chukchi,1986,Jan,1,1986-01-01,area,786220.778
Chukchi,1987,Jan,1,1987-01-01,area,794103.964
Chukchi,1989,Jan,1,1989-01-01,area,813557.469
Chukchi,1990,Jan,1,1990-01-01,area,814745.016
Chukchi,1991,Jan,1,1991-01-01,area,803081.821
Chukchi,1992,Jan,1,1992-01-01,area,803325.002
Chukchi,1993,Jan,1,1993-01-01,area,808346.32
Chukchi,1994,Jan,1,1994-01-01,area,781864.775
Chukchi,1995,Jan,1,1995-01-01,area,810506.616
Chukchi,1996,Jan,1,1996-01-01,area,792102.173
Chukchi,1997,Jan,1,1997-01-01,area,797549.128
Chukchi,1998,Jan,1,1998-01-01,area,806847.224
Chukchi,1999,Jan,1,1999-01-01,area,809407.512
Chukchi,2000,Jan,1,2000-01-01,area,816137.672
Chukchi,2001,Jan,1,2001-01-01,area,800792.008
Chukchi,2002,Jan,1,2002-01-01,area,812707.418
Chukchi,2003,Jan,1,2003-01-01,area,788926.026
Chukchi,2004,Jan,1,2004-01-01,area,750035.127
Chukchi,2005,Jan,1,2005-01-01,area,791836.744
Chukchi,2006,Jan,1,2006-01-01,area,822617.608
Chukchi,2007,Jan,1,2007-01-01,area,814285.308
Chukchi,2008,Jan,1,2008-01-01,area,806350.382
Chukchi,2009,Jan,1,2009-01-01,area,812942.269
Chukchi,2010,Jan,1,2010-01-01,area,789354.674
Chukchi,2011,Jan,1,2011-01-01,area,792041.164
Chukchi,2012,Jan,1,2012-01-01,area,822176.277
Chukchi,2013,Jan,1,2013-01-01,area,790450.172
Chukchi,2014,Jan,1,2014-01-01,area,781914.432
Chukchi,2015,Jan,1,2015-01-01,area,767611.469
Chukchi,2016,Jan,1,2016-01-01,area,795003.521
Chukchi,2017,Jan,1,2017-01-01,area,759208.032
Chukchi,2018,Jan,1,2018-01-01,area,777752.604
Chukchi,2019,Jan,1,2019-01-01,area,810608.347
Chukchi,2020,Jan,1,2020-01-01,area,791862.504
Chukchi,2021,Jan,1,2021-01-01,area,792455.856
Chukchi,2022,Jan,1,2022-01-01,area,806488.429
Chukchi,2023,Jan,1,2023-01-01,area,787113.668
Chukchi,2024,Jan,1,2024-01-01,area,766470.57
Chukchi,1979,Feb,2,1979-02-01,area,781320.361
Chukchi,1980,Feb,2,1980-02-01,area,778862.626
Chukchi,1981,Feb,2,1981-02-01,area,791891.445
Chukchi,1982,Feb,2,1982-02-01,area,756774.31
Chukchi,1983,Feb,2,1983-02-01,area,794850.087
Chukchi,1984,Feb,2,1984-02-01,area,760232.734
Chukchi,1985,Feb,2,1985-02-01,area,791005.084
Chukchi,1986,Feb,2,1986-02-01,area,803618.851
Chukchi,1987,Feb,2,1987-02-01,area,801511.277
Chukchi,1988,Feb,2,1988-02-01,area,801149.95
Chukchi,1989,Feb,2,1989-02-01,area,753943.029
Chukchi,1990,Feb,2,1990-02-01,area,810589.662
Chukchi,1991,Feb,2,1991-02-01,area,802832.911
Chukchi,1992,Feb,2,1992-02-01,area,811864.343
Chukchi,1993,Feb,2,1993-02-01,area,807796.643
Chukchi,1994,Feb,2,1994-02-01,area,750383.159
Chukchi,1995,Feb,2,1995-02-01,area,814790.761
Chukchi,1996,Feb,2,1996-02-01,area,795234.748
Chukchi,1997,Feb,2,1997-02-01,area,811500.715
Chukchi,1998,Feb,2,1998-02-01,area,815571.024
Chukchi,1999,Feb,2,1999-02-01,area,817721.283
Chukchi,2000,Feb,2,2000-02-01,area,813136.285
Chukchi,2001,Feb,2,2001-02-01,area,801076.745
Chukchi,2002,Feb,2,2002-02-01,area,807344.736
Chukchi,2003,Feb,2,2003-02-01,area,803840.894
Chukchi,2004,Feb,2,2004-02-01,area,785944.012
Chukchi,2005,Feb,2,2005-02-01,area,815200.586
Chukchi,2006,Feb,2,2006-02-01,area,807205.723
Chukchi,2007,Feb,2,2007-02-01,area,774955.956
Chukchi,2008,Feb,2,2008-02-01,area,813402.484
Chukchi,2009,Feb,2,2009-02-01,area,817505.712
Chukchi,2010,Feb,2,2010-02-01,area,804569.506
Chukchi,2011,Feb,2,2011-02-01,area,792240.736
Chukchi,2012,Feb,2,2012-02-01,area,818253.838
Chukchi,2013,Feb,2,2013-02-01,area,817439.314
Chukchi,2014,Feb,2,2014-02-01,area,751643.806
Chukchi,2015,Feb,2,2015-02-01,area,786734.464
Chukchi,2016,Feb,2,2016-02-01,area,799351.688
Chukchi,2017,Feb,2,2017-02-01,area,799698.674
Chukchi,2018,Feb,2,2018-02-01,area,762985.828
Chukchi,2019,Feb,2,2019-02-01,area,779430.986
Chukchi,2020,Feb,2,2020-02-01,area,815676.84
Chukchi,2021,Feb,2,2021-02-01,area,806164.0
Chukchi,2022,Feb,2,2022-02-01,area,817264.045
Chukchi,2023,Feb,2,2023-02-01,area,807152.047
Chukchi,2024,Feb,2,2024-02-01,area,814164.37
Chukchi,1979,Mar,3,1979-03-01,area,783263.263
Chukchi,1980,Mar,3,1980-03-01,area,780134.553
Chukchi,1981,Mar,3,1981-03-01,area,793619.255
Chukchi,1982,Mar,3,1982-03-01,area,778063.746
Chukchi,1983,Mar,3,1983-03-01,area,799894.925
Chukchi,1984,Mar,3,1984-03-01,area,777401.561
Chukchi,1985,Mar,3,1985-03-01,area,803962.763
Chukchi,1986,Mar,3,1986-03-01,area,798081.62
Chukchi,1987,Mar,3,1987-03-01,area,804122.363
Chukchi,1988,Mar,3,1988-03-01,area,819997.279
Chukchi,1989,Mar,3,1989-03-01,area,753038.319
Chukchi,1990,Mar,3,1990-03-01,area,812292.105
Chukchi,1991,Mar,3,1991-03-01,area,809977.392
Chukchi,1992,Mar,3,1992-03-01,area,821883.778
Chukchi,1993,Mar,3,1993-03-01,area,810691.069
Chukchi,1994,Mar,3,1994-03-01,area,789946.615
Chukchi,1995,Mar,3,1995-03-01,area,811139.093
Chukchi,1996,Mar,3,1996-03-01,area,795781.372
Chukchi,1997,Mar,3,1997-03-01,area,809103.506
Chukchi,1998,Mar,3,1998-03-01,area,808822.635
Chukchi,1999,Mar,3,1999-03-01,area,818140.367
Chukchi,2000,Mar,3,2000-03-01,area,803998.521
Chukchi,2001,Mar,3,2001-03-01,area,806703.667
Chukchi,2002,Mar,3,2002-03-01,area,789460.674
Chukchi,2003,Mar,3,2003-03-01,area,815041.15
Chukchi,2004,Mar,3,2004-03-01,area,793574.373
Chukchi,2005,Mar,3,2005-03-01,area,805453.226
Chukchi,2006,Mar,3,2006-03-01,area,807787.088
Chukchi,2007,Mar,3,2007-03-01,area,794973.177
Chukchi,2008,Mar,3,2008-03-01,area,817409.331
Chukchi,2009,Mar,3,2009-03-01,area,807881.244
Chukchi,2010,Mar,3,2010-03-01,area,806642.551
Chukchi,2011,Mar,3,2011-03-01,area,808385.202
Chukchi,2012,Mar,3,2012-03-01,area,817227.538
Chukchi,2013,Mar,3,2013-03-01,area,801845.25
Chukchi,2014,Mar,3,2014-03-01,area,792165.252
Chukchi,2015,Mar,3,2015-03-01,area,799188.294
Chukchi,2016,Mar,3,2016-03-01,area,813332.497
Chukchi,2017,Mar,3,2017-03-01,area,812050.272
Chukchi,2018,Mar,3,2018-03-01,area,788769.518
Chukchi,2019,Mar,3,2019-03-01,area,750970.494
Chukchi,2020,Mar,3,2020-03-01,area,792470.193
Chukchi,2021,Mar,3,2021-03-01,area,809264.048
Chukchi,2022,Mar,3,2022-03-01,area,798647.481
Chukchi,2023,Mar,3,2023-03-01,area,793813.112
Chukchi,2024,Mar,3,2024-03-01,area,815084.875
Chukchi,1979,Apr,4,1979-04-01,area,787591.08
Chukchi,1980,Apr,4,1980-04-01,area,803139.17
Chukchi,1981,Apr,4,1981-04-01,area,794775.128
Chukchi,1982,Apr,4,1982-04-01,area,791850.031
Chukchi,1983,Apr,4,1983-04-01,area,804297.192
Chukchi,1984,Apr,4,1984-04-01,area,796160.834
Chukchi,1985,Apr,4,1985-04-01,area,813762.302
Chukchi,1986,Apr,4,1986-04-01,area,799810.388
Chukchi,1987,Apr,4,1987-04-01,area,810569.94
Chukchi,1988,Apr,4,1988-04-01,area,812125.272
Chukchi,1989,Apr,4,1989-04-01,area,759533.847
Chukchi,1990,Apr,4,1990-04-01,area,801062.148
Chukchi,1991,Apr,4,1991-04-01,area,813803.652
Chukchi,1992,Apr,4,1992-04-01,area,812328.071
Chukchi,1993,Apr,4,1993-04-01,area,816574.551
Chukchi,1994,Apr,4,1994-04-01,area,810053.095
Chukchi,1995,Apr,4,1995-04-01,area,809733.817
Chukchi,1996,Apr,4,1996-04-01,area,801205.428
Chukchi,1997,Apr,4,1997-04-01,area,803722.628
Chukchi,1998,Apr,4,1998-04-01,area,809780.65
Chukchi,1999,Apr,4,1999-04-01,area,820805.085
Chukchi,2000,Apr,4,2000-04-01,area,814052.602
Chukchi,2001,Apr,4,2001-04-01,area,809548.342
Chukchi,2002,Apr,4,2002-04-01,area,780433.879
Chukchi,2003,Apr,4,2003-04-01,area,795873.946
Chukchi,2004,Apr,4,2004-04-01,area,800095.984
Chukchi,2005,Apr,4,2005-04-01,area,810692.213
Chukchi,2006,Apr,4,2006-04-01,area,823200.659
Chukchi,2007,Apr,4,2007-04-01,area,784750.447
Chukchi,2008,Apr,4,2008-04-01,area,799659.387
Chukchi,2009,Apr,4,2009-04-01,area,811443.337
Chukchi,2010,Apr,4,2010-04-01,area,817251.933
Chukchi,2011,Apr,4,2011-04-01,area,802456.112
Chukchi,2012,Apr,4,2012-04-01,area,817370.327
Chukchi,2013,Apr,4,2013-04-01,area,809893.7
Chukchi,2014,Apr,4,2014-04-01,area,794825.433
Chukchi,2015,Apr,4,2015-04-01,area,798828.84
Chukchi,2016,Apr,4,2016-04-01,area,793036.119
Chukchi,2017,Apr,4,2017-04-01,area,785487.848
Chukchi,2018,Apr,4,2018-04-01,area,761112.821
Chukchi,2019,Apr,4,2019-04-01,area,755672.927
Chukchi,2020,Apr,4,2020-04-01,area,788745.967
Chukchi,2021,Apr,4,2021-04-01,area,809015.321
Chukchi,2022,Apr,4,2022-04-01,area,790574.417
Chukchi,2023,Apr,4,2023-04-01,area,807940.003
Chukchi,2024,Apr,4,2024-04-01,area,810159.081
Chukchi,1979,May,5,1979-05-01,area,747364.922
Chukchi,1980,May,5,1980-05-01,area,796025.271
Chukchi,1981,May,5,1981-05-01,area,768046.509
Chukchi,1982,May,5,1982-05-01,area,795162.981
Chukchi,1983,May,5,1983-05-01,area,785439.137
Chukchi,1984,May,5,1984-05-01,area,789851.359
Chukchi,1985,May,5,1985-05-01,area,808782.51
Chukchi,1986,May,5,1986-05-01,area,753049.168
Chukchi,1987,May,5,1987-05-01,area,789563.166
Chukchi,1988,May,5,1988-05-01,area,772114.207
Chukchi,1989,May,5,1989-05-01,area,773037.025
Chukchi,1990,May,5,1990-05-01,area,761673.49
Chukchi,1991,May,5,1991-05-01,area,762021.886
Chukchi,1992,May,5,1992-05-01,area,787216.08
Chukchi,1993,May,5,1993-05-01,area,758942.139
Chukchi,1994,May,5,1994-05-01,area,777427.677
Chukchi,1995,May,5,1995-05-01,area,736323.711
Chukchi,1996,May,5,1996-05-01,area,720644.151
Chukchi,1997,May,5,1997-05-01,area,729961.02
Chukchi,1998,May,5,1998-05-01,area,794149.775
Chukchi,1999,May,5,1999-05-01,area,789214.817
Chukchi,2000,May,5,2000-05-01,area,804078.003
Chukchi,2001,May,5,2001-05-01,area,780787.554
Chukchi,2002,May,5,2002-05-01,area,719172.851
Chukchi,2003,May,5,2003-05-01,area,700484.628
Chukchi,2004,May,5,2004-05-01,area,738906.641
Chukchi,2005,May,5,2005-05-01,area,736984.629
Chukchi,2006,May,5,2006-05-01,area,779411.002
Chukchi,2007,May,5,2007-05-01,area,755801.535
Chukchi,2008,May,5,2008-05-01,area,740488.272
Chukchi,2009,May,5,2009-05-01,area,748447.185
Chukchi,2010,May,5,2010-05-01,area,765707.309
Chukchi,2011,May,5,2011-05-01,area,734569.9
Chukchi,2012,May,5,2012-05-01,area,769893.478
Chukchi,2013,May,5,2013-05-01,area,773863.893
Chukchi,2014,May,5,2014-05-01,area,705585.354
Chukchi,2015,May,5,2015-05-01,area,698551.234
Chukchi,2016,May,5,2016-05-01,area,707569.04
Chukchi,2017,May,5,2017-05-01,area,657344.996
Chukchi,2018,May,5,2018-05-01,area,658345.645
Chukchi,2019,May,5,2019-05-01,area,617120.814
Chukchi,2020,May,5,2020-05-01,area,733466.647
Chukchi,2021,May,5,2021-05-01,area,754285.181
