,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,
,area,rank,area,rank,area,rank,area,rank,area,rank,area,rank,area,rank,area,rank,area,rank,area,rank,area,rank,area,rank
,,,,,,,,,,,,,,,,,,,,,,,,
2014,781914.432,9,751643.806,2,792165.252,10,794825.433,13,705585.354,6,584532.848,19,363400.901,21,165583.546,21,80019.057,18,236325.678,20,400549.214,11,690640.771,9
2015,767611.469,6,786734.464,12,799188.294,19,798828.84,16,698551.234,4,481414.624,3,198495.012,2,63493.453,10,51630.083,14,254334.741,23,440344.944,15,753764.523,19
2016,795003.521,26,799351.688,18,813332.497,39,793036.119,11,707569.04,7,559727.846,13,290946.547,10,90520.238,13,29937.87,12,102407.214,6,326537.816,5,580563.416,3
2017,759208.032,4,799698.674,19,812050.272,37,785487.848,6,657344.996,2,479024.971,2,232322.577,3,43903.752,3,19859.403,10,95884.6,5,240799.921,2,561613.112,2
2018,777752.604,7,762985.828,6,788769.518,7,761112.821,3,658345.645,3,535862.109,6,278154.109,7,84388.031,11,20233.418,11,83838.814,4,323050.267,4,705904.414,11
2019,810608.347,37,779430.986,9,750970.494,1,755672.927,1,617120.814,1,477717.55,1,176862.739,1,27735.679,1,15825.263,7,36488.909,1,149391.863,1,549471.912,1
2020,791862.504,18,815676.84,41,792470.193,11,788745.967,8,733466.647,11,554324.87,10,294748.291,11,54271.369,6,2782.525,2,76785.201,3,329171.26,6,637618.181,5
2021,792455.856,22,806164,27,809264.048,33,809015.321,27,754285.181,21,601597.316,22,396443.66,27,193105.387,25,123051.734,22,318509.957,27,612259.625,35,780990.87,34
2022,806488.429,32,817264.045,42,798647.481,18,790574.417,9,734569.188,12,520553.863,5,274312.839,6,86211.334,12,16332.787,8,122852.936,7,358581.876,8,639397.21,6
2023,787113.668,11,807152.047,28,793813.112,14,807940.003,26,772350.74,31,657487.863,32,325496.619,15,63168.474,9,11904.973,5,146384.771,11,397984.528,10,680985.09,8
2024,766470.57,5,814164.37,37,815084.875,41,810159.081,33,771034.822,29,659445.724,35,364670.013,22,141517.831,18,75238.814,16,161736.882,13,514624.445,23,,
