,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,
,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank
,,,,,,,,,,,,,,,,,,,,,,,,
2015,327921.847,4,560202.899,9,565101.604,5,552706.534,13,152486.59,6,20433.701,2,2433.442,11,0,22,442.74,4,11888.77,16,38647.717,10,304328.896,24
2016,472042.2,11,574573.842,10,635216.948,13,566074.265,16,139579.715,5,25217.446,5,2919.442,16,0,22,845.371,11,16740.209,27,33816.152,7,161882.425,3
2017,315348.037,2,540847.327,6,623677.216,11,435972.761,6,79238.469,3,23794.173,4,1945.374,5,0,22,482.039,5,10526.681,11,27021.802,4,98675.403,1
2018,250836.585,1,298998.281,1,304280.98,2,137096.218,1,26696.369,1,15800.86,1,2161.045,8,0,22,1045.789,17,16904.687,28,20749.391,1,222141.771,12
2019,503135.346,17,377497.032,2,289418.735,1,202313.293,2,64252.22,2,32185.203,8,2490.551,12,0,22,1707.377,25,11293.282,13,49957.406,15,151973.751,2
2020,466524.938,10,708542.184,26,652598,16,414216.785,4,236263.303,15,43422.368,13,2161.744,9,0,22,944.181,13,13977.643,23,24795.001,2,168828.99,4
2021,461098.498,9,591635.798,14,598360.298,7,531742.038,11,302131.004,22,57748.135,29,3054.962,19,0,22,442.539,3,8541.643,4,121335.125,39,360205.99,30
2022,651717.22,34,779385.402,33,710314.085,22,578635.421,17,199031.792,11,43795.314,15,3015.211,18,0,22,1206.623,19,8506.979,3,41065.748,12,169363.165,5
2023,531698.544,20,631496.345,19,612860.407,9,552903.799,14,317377.493,26,39601.476,11,16935.702,45,5629.804,45,1305.744,21,12255.644,21,26290.467,3,249819.451,17
2024,496861.798,14,629602.223,18,690162.653,21,610677.425,22,313819.591,25,57953.033,30,22552.107,46,5867.047,46,2564.645,35,22275.982,36,36108.243,8,,
