,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,
,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank
,,,,,,,,,,,,,,,,,,,,,,,,
2011,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,931142.476,11,899060.596,18,682042.929,8,503167.191,9,327344.722,8,627090.752,8,940072.035,25,940219.39,26.5
2012,940219.39,24,940219.39,9.5,940219.39,24.5,940219.39,27,917234.96,5,804661.477,4,598666.847,3,213364.932,1,117306.188,1,340482.479,1,877155.875,2,940219.39,26.5
2013,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,940219.39,39,939326.59,38,862822.914,32,648003.394,18,648852.374,29,702006.684,17,936750.466,13,940219.39,26.5
2014,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,940219.39,39,903128.514,19,709856.119,13,634596.298,16,538935.653,18,701881.376,16,939254.402,19,940219.39,26.5
2015,940219.39,24,940219.39,30.5,940219.39,24.5,940198.476,6,915241.991,4,858637.468,11,811907.492,20,522161.766,10,286383.544,6,698667.035,15,940219.39,40,940219.39,26.5
2016,940219.39,24,940219.39,9.5,940219.39,24.5,935182.09,1,822352.687,1,769860.415,3,651066.239,4,288741.709,3,190856.769,4,464864.565,4,890417.764,4,940219.39,26.5
2017,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,925495.155,8,814085.604,6,682700.125,9,354415.143,5,277152.735,5,558940.788,7,896471.64,5,940219.39,26.5
2018,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,940219.39,39,918411.892,26,851392.085,29,562271.039,12,503232.418,17,769780.419,21,940156.217,27,940219.39,26.5
2019,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,906532.815,3,738077.67,2,663967.46,5,394794.975,7,309559.726,7,522641.104,5,877756.55,3,940219.39,26.5
2020,940219.39,24,940219.39,9.5,940219.39,24.5,940219.39,27,940219.39,39,923359.12,31,846716.93,27,663054.732,22,469983.42,14,779461.655,23,939041.216,17,940219.39,26.5
2021,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,937694.086,20,910952.602,22,830895.832,23,738058.87,28,544020.266,19,715056.673,19,913728.701,8,940219.39,26.5
2022,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,935662.263,16,939904.864,42,849277.493,28,657882.888,20,430625.226,12,684771.28,9,934699.044,10,940158.19,2
2023,940219.39,24,940219.39,30.5,940219.39,24.5,940219.39,27,936934.729,19,891567.136,16,676069.842,6,357087.345,6,172195.612,3,426126.457,3,897941.52,7,940219.39,26.5
2024,940219.39,24,940219.39,9.5,940219.39,24.5,940219.39,27,932451.903,12,826529.853,8,678097.369,7,273736.241,2,142242.451,2,362696.199,2,896711.712,6,,
