,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,
,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank
,,,,,,,,,,,,,,,,,,,,,,,,
2012,851576.985,2,738533.059,1,885667.481,2,894343.009,2,862779.515,2,495695.31,1,159679.226,1,64096.8,2,59001.417,3,99020.173,4,359100.823,2,668492.289,2
2013,886340.562,8,911273.506,12,917951.051,29,917452.327,15,914074.247,19,837833.673,17,403420.169,15,168473.259,15,112290.954,20,350652.122,21,722372.451,17,876748.161,15
2014,915921.289,18,906951.94,11,902908.608,4,917971.288,25,912454.561,16,897134.982,31,544919.328,23,192468.071,18,91241.646,18,436573.584,24,836504.455,30,905151.558,22
2015,917992.88,38.5,917992.88,40,917168.735,20,913151.845,9,885077.016,7,619529.309,5,283668.977,6,84774.193,8,63036.28,9,223346.693,11,642695.335,7,810744.301,7
2016,860539.098,3,877942.384,2,898448.265,3,898471.117,4,881691.756,5,606241.47,4,192282.52,2,82849.503,7,58779.905,2,73126.126,1,273297.68,1,692493.094,4
2017,817982.702,1,901896.746,8,879865.341,1,915042.918,10,907791.002,11,739955.715,7,381400.247,12,127260.244,12,77581.557,16,268828.363,14,674868.139,10,865554.146,13
2018,876444.548,6,894331.99,5,917344.17,22,917992.88,36.5,917992.88,44,860674.051,24,379867.375,10,62684.96,1,59393.62,4,94291.404,3,654872.939,9,768358.189,5
2019,882436.117,7,916279.09,18,917078.937,19,910789.74,7,893583.864,9,763496.585,11,282691.615,5,71897.386,4,60592.38,7,131973.043,7,753595.099,20,909176.475,27
2020,917006.278,20,906368.363,10,917403.622,23,910653.838,6,822319.125,1,557314.102,2,197129.525,3,75730.217,5,59608.479,5,88785.283,2,396883.4,3,662542.207,1
2021,871431.414,5,917876.96,25,917992.88,39.5,912733.06,8,910536.463,12,760170.733,10,383812.645,13,201024.515,19,121904.059,21,283554.493,16,702176.823,13,893690.08,17
2022,910117.941,15,889204.715,4,905311.611,5,917930.089,21,912089.899,15,743951.228,8,307180.895,7,104402.284,11,73177.67,15,127085.61,6,650570.95,8,789062.385,6
2023,897053.619,11,904024.315,9,911832.551,8,917992.88,36.5,894286.938,10,728642.743,6,437024.646,16,202260.789,20,98103.856,19,260413.272,13,694765.836,11,864944.861,12
2024,912852.811,17,897348.251,7,911869.319,9,917992.88,36.5,915431.173,23,843098.44,19,379888.611,11,67140.819,3,70390.084,12,182902.492,9,605043.646,5,,
