,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,
,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank
,,,,,,,,,,,,,,,,,,,,,,,,
2013,652275.842,12,713736.478,22,731137.742,14,786715.73,25,705176.171,15,654765.636,19,344278.872,4,200871.864,9,178763.767,10,340153.356,6,558485.706,25,653769.424,25
2014,622739.69,9,635281.838,5,670543.86,4,717491.645,11,718615.653,17,626606.608,13,410875.812,12,261215.449,15,256992.463,17,407309.01,19,526440.785,14,591826.853,11
2015,612937.501,7,694977.476,13,676481.444,5,688619.011,5,680631.453,8,647054.732,17,499611.651,25,269580.29,17,277698.029,22,402331.417,17,506753.169,10,545297.684,3
2016,593545.927,4,585281.293,2,618990.227,2,661692.729,3,572962.008,2,476198.412,2,321969.253,3,225012.717,10,245033.773,16,367396.004,10,429659.977,2,507705.868,1
2017,592988.961,3,623977.789,3,718267.15,12,768265.491,22,740368.564,24,649311.46,18,461124.235,20,186904.983,8,135516.217,4,230319.832,1,405386.27,1,534864.513,2
2018,553006.214,1,530590.185,1,580453.286,1,604767.236,1,500993.628,1,410520.611,1,308770.645,2,148279.132,5,159467.74,7,364946.192,8,446234.009,3,551288.492,5
2019,617851.545,8,625032.495,4,676924.133,6,706202.262,9,656631.502,6,604702.636,10,436530.907,14,283162.646,21,212475.431,13,386546.857,13,547183.986,21,584596.262,10
2020,584830.109,2,641562.292,6,734946.437,16,777596.225,24,687087.673,11,622337.816,12,467232.074,22,297495.641,22,268909.854,19,408072.791,20,552314.148,24,651062.408,24
2021,695022.674,21,670974.305,9,710035.543,11,699672.538,7,730897.021,19,588598.988,6,281754.041,1,117830.266,3,81838.25,1,291418.462,3,452417.079,4,576361.148,8
2022,676218.054,15,698410.066,16,696094.179,8,751102.742,18,765802.952,30,597649.311,7,376029.266,7,278536.574,18,285351.521,23,365256.138,9,488293.212,8,635073.9,18
2023,684651.888,18,698053.275,15,846211.943,30,831596.37,30,834849.724,39,721350.515,33,459033.164,19,282045.909,20,270397.608,20,449910.973,27,626290.383,36,722569.147,34
2024,775706.143,31,798231.084,29,811411.344,26,840773.928,32,738920.52,23,598882.906,8,373192.971,6,111874.167,2,128926.136,3,307854.98,4,488597.874,9,,
