,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,
,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank
,,,,,,,,,,,,,,,,,,,,,,,,
2014,573971.98,6,926184.184,12,918570.434,8,531201.443,7,145800.671,3,62358.023,1,0,22.5,0,22.5,0,22.5,50950.588,43,65362.32,22,264858.619,15
2015,575263.37,7,688741.28,1,658904.442,1,575521.746,9,215147.32,19,90045.811,32,0,22.5,0,22.5,0,22.5,51723.665,44,66943.602,26,235460.672,10
2016,666707.674,15,1076590.826,24,1081967.383,23,652956.745,20,219761.427,20,76848.016,20,0,22.5,0,22.5,0,22.5,46248.4,38,87447.705,42,390106.131,36
2017,785991.573,27,950613.012,14,779609.118,2,458689.775,1,156776.037,6,71682.874,13,0,22.5,0,22.5,0,22.5,41131.319,28,68022.959,29,342970.061,31
2018,665766.234,14,945967.285,13,1124576.976,26,791200.019,28,182261.008,10,62919.555,2,0,22.5,0,22.5,0,22.5,44354.056,34,60878.998,11,230296.109,9
2019,673499.245,17,1103262.291,29,1198304.292,32,579669.541,10,150012.807,4,69122.179,5,0,22.5,0,22.5,0,22.5,43193.797,31,82076.313,38,251762.082,13
2020,725353.239,21,1053560.737,20,1027793.147,17,522566.692,4,176155.245,9,77410.677,21,0,22.5,0,22.5,0,22.5,48532.434,41,62348.537,14,269860.084,18
2021,832022.773,33,1020071.242,17,1134338.374,27,703811.214,24,253727.176,30,90378.245,33,0,22.5,0,22.5,0,22.5,39677.454,24,66742.909,25,293583.174,20
2022,620748.736,10,766735.127,3,780956.724,3,523097.19,5,165280.953,7,74236.74,16,0,22.5,0,22.5,0,22.5,39152.655,21,63282.686,19,305214.184,26
2023,662567.796,13,984314.114,16,920694.112,10,587877.367,14,202519.542,14,70156.053,9,9570.249,46,15705.532,45,1609.568,46,41891.123,29,62764.632,15,328801.802,28
2024,825143.291,31,1128576.402,31,1151177.477,28,478032.006,2,135951.959,2,72683.925,14,9068.069,45,16110.606,46,1369.295,45,39269.726,22,55239.079,6,,
