,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,
,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank,extent,rank
,,,,,,,,,,,,,,,,,,,,,,,,
2012,1121970.33,26,1247969.324,19,1474412.656,35,1250628.591,29,1002600.67,17,593404.898,2,157572.634,2,41367.605,4,34127.215,7,70494.123,4,376700.698,7,748516.153,10
2013,1036392.791,15,1191044.878,10,1131250.306,7,1094891.342,8,1029993.068,23,768792.536,26,212729.317,8,59193.487,11,60155.708,31,120046.277,16,493925.704,15,860597.694,26
2014,1124545.717,28,1333595.196,29,1451836.781,32,1358578.724,38,1099288.456,35,681600.849,13,143103.371,1,34488.864,1,28131.311,2,112340.194,14,407880.677,10,803787.348,20
2015,1167403.368,32,1310355.801,25,1470955.118,34,1380998.799,40,1069845.467,29,750602.526,22,389751.649,26,120162.764,32,68842.473,38,120247.646,17,618499.437,33,951812.232,37
2016,1152230.664,31,1314934.297,26,1374704.447,28,1228190.627,28,934608.367,9,618845.868,4,261118.174,12,53354.628,10,35976.126,8,102079.337,12,425216.01,12,862702.403,28
2017,1146485.945,30,1271744.538,22,1288981.285,20,1294661.988,31,1150645.134,38,725631.179,19,349957.82,22,94296.183,26,62659.24,35,157667.573,26,577663.961,28,768994.206,16
2018,1035937.611,14,1354966.145,32,1261866.139,16,1179045.732,20,1094209.811,33,766008.906,25,362620.886,23,75836.307,20,54838.762,25,177594.153,32,655379.089,39,854772.635,25
2019,1086475.239,21,1230358.836,14,1231142.544,13,1113941.298,10,936648.998,10,587385.424,1,171258.094,3,46930.952,7,27600.624,1,61057.94,1,291275.949,1,678576.504,2
2020,974461.347,10,1181121.087,9,1236299.254,14,1036981.003,3,847489.15,1,619129.338,5,195688.491,4,36670.811,2,31777.31,4,82762.022,8,400043.823,8,733089.555,9
2021,917362.266,5,1040584.04,4,1147997.675,8,1074255.327,6,875527.315,2,629820.756,8,204308.9,7,45059.062,5,33770.277,6,64135.631,3,400581.715,9,698631.451,4
2022,973313.225,9,1335339.087,30,1429096.704,31,1206542.314,25,1079292.433,31,788101.638,30,397326.27,27,97802.348,28,62212.219,34,154051.6,25,610663.893,32,756679.164,13
2023,962270.215,7,1235154.518,16,1161744.519,9,1136918.669,13,995852.026,16,781460.891,28,331845.048,20,99334.625,29,49359.723,20,85693.282,10,372629.668,6,678977.927,3
2024,899440.219,3,1160322.175,8,1199027.645,12,1054577.018,4,926470.484,7,704010.972,15,335534.098,21,77874.848,21,49132.747,19,63498.986,2,338872.911,3,,
